Symbol,Date,Adj Close,Close,High,Low,Open,Volume
AAPL,2019-01-07,35.098899841308594,36.98249816894531,37.20750045776367,36.474998474121094,37.17499923706055,219111200
AAPL,2019-01-08,35.76800537109375,37.6875,37.95500183105469,37.130001068115234,37.38999938964844,164101200
AAPL,2019-01-09,36.37540054321289,38.32749938964844,38.63249969482422,37.407501220703125,37.8224983215332,180396400
AAPL,2019-01-10,36.49167251586914,38.45000076293945,38.49250030517578,37.71500015258789,38.125,143122800
AAPL,2019-01-11,36.13339614868164,38.0724983215332,38.42499923706055,37.877498626708984,38.220001220703125,108092800
AAPL,2019-01-14,35.59004211425781,37.5,37.817501068115234,37.30500030517578,37.712501525878906,129756800
AAPL,2019-01-15,36.31847381591797,38.26750183105469,38.34749984741211,37.51250076293945,37.567501068115234,114843600
AAPL,2019-01-16,36.762149810791016,38.73500061035156,38.970001220703125,38.25,38.27000045776367,122278800
AAPL,2019-01-17,36.98043441772461,38.96500015258789,39.415000915527344,38.314998626708984,38.54999923706055,119284800
AAPL,2019-01-18,37.20821762084961,39.20500183105469,39.470001220703125,38.994998931884766,39.375,135004000
AAPL,2019-01-22,36.3730354309082,38.32500076293945,39.182498931884766,38.154998779296875,39.102500915527344,121576000
AAPL,2019-01-23,36.52013397216797,38.47999954223633,38.78499984741211,37.92499923706055,38.537498474121094,92522400
AAPL,2019-01-24,36.23066329956055,38.17499923706055,38.619998931884766,37.935001373291016,38.52750015258789,101766000
AAPL,2019-01-25,37.431243896484375,39.439998626708984,39.532501220703125,38.58000183105469,38.869998931884766,134142000
AAPL,2019-01-28,37.0848388671875,39.07500076293945,39.08250045776367,38.415000915527344,38.9474983215332,104768400
AAPL,2019-01-29,36.70045471191406,38.66999816894531,39.532501220703125,38.52750015258789,39.0625,166348800
AAPL,2019-01-30,39.208377838134766,41.3125,41.537498474121094,40.057498931884766,40.8125,244439200
AAPL,2019-01-31,39.490726470947266,41.61000061035156,42.25,41.13999938964844,41.52750015258789,162958400
AAPL,2019-02-01,39.50970458984375,41.630001068115234,42.244998931884766,41.48249816894531,41.7400016784668,130672400
AAPL,2019-02-04,40.63197326660156,42.8125,42.915000915527344,41.81999969482422,41.852500915527344,125982000
AAPL,2019-02-05,41.32716751098633,43.54499816894531,43.77000045776367,43.087501525878906,43.21500015258789,144406400
AAPL,2019-02-06,41.341407775878906,43.560001373291016,43.89250183105469,43.212501525878906,43.662498474121094,112958400
AAPL,2019-02-07,40.55842590332031,42.73500061035156,43.48500061035156,42.584999084472656,43.099998474121094,126966800
AAPL,2019-02-08,40.606082916259766,42.602500915527344,42.665000915527344,42.10499954223633,42.247501373291016,95280000
AAPL,2019-02-11,40.372554779052734,42.35749816894531,42.8025016784668,42.3125,42.76250076293945,83973600
AAPL,2019-02-12,40.72045135498047,42.72249984741211,42.75,42.42499923706055,42.525001525878906,89134000
AAPL,2019-02-13,40.55126953125,42.54499816894531,43.119998931884766,42.47999954223633,42.84749984741211,89960800
AAPL,2019-02-14,40.699012756347656,42.70000076293945,42.814998626708984,42.345001220703125,42.4275016784668,87342800
AAPL,2019-02-15,40.608455657958984,42.60499954223633,42.92499923706055,42.4375,42.8125,98507200
AAPL,2019-02-19,40.729984283447266,42.73249816894531,42.86000061035156,42.372501373291016,42.4275016784668,75891200
AAPL,2019-02-20,40.992088317871094,43.00749969482422,43.33000183105469,42.747501373291016,42.79750061035156,104457600
AAPL,2019-02-21,40.760955810546875,42.76499938964844,43.092498779296875,42.57500076293945,42.95000076293945,68998800
AAPL,2019-02-22,41.21609878540039,43.24250030517578,43.25,42.845001220703125,42.89500045776367,75652800
AAPL,2019-02-25,41.51633071899414,43.557498931884766,43.967498779296875,43.48749923706055,43.540000915527344,87493600
AAPL,2019-02-26,41.54015350341797,43.58250045776367,43.82500076293945,43.29249954223633,43.4275016784668,68280800
AAPL,2019-02-27,41.6688346862793,43.717498779296875,43.75,43.182498931884766,43.3025016784668,111341600
AAPL,2019-02-28,41.25897979736328,43.287498474121094,43.727500915527344,43.22999954223633,43.58000183105469,112861600
AAPL,2019-03-01,41.692665100097656,43.74250030517578,43.787498474121094,43.22249984741211,43.56999969482422,103544800
AAPL,2019-03-04,41.90234375,43.962501525878906,44.4375,43.49250030517578,43.92250061035156,109744800
AAPL,2019-03-05,41.82609558105469,43.88249969482422,44.0,43.6349983215332,43.98500061035156,78949600
AAPL,2019-03-06,41.585426330566406,43.630001068115234,43.872501373291016,43.48500061035156,43.66749954223633,83241600
AAPL,2019-03-07,41.104087829589844,43.125,43.61000061035156,43.005001068115234,43.467498779296875,99185600
AAPL,2019-03-08,41.2017936706543,43.227500915527344,43.26750183105469,42.375,42.58000183105469,95997600
AAPL,2019-03-11,42.62910461425781,44.724998474121094,44.779998779296875,43.837501525878906,43.872501373291016,128044000
AAPL,2019-03-12,43.108070373535156,45.227500915527344,45.66749954223633,44.842498779296875,45.0,129870400
AAPL,2019-03-13,43.29869079589844,45.4275016784668,45.82500076293945,45.22999954223633,45.5625,124130000
AAPL,2019-03-14,43.780025482177734,45.932498931884766,46.025001525878906,45.63999938964844,45.974998474121094,94318000
AAPL,2019-03-15,44.349525451660156,46.529998779296875,46.83250045776367,45.935001373291016,46.212501525878906,156171600
AAPL,2019-03-18,44.80226135253906,47.005001068115234,47.09749984741211,46.4474983215332,46.45000076293945,104879200
AAPL,2019-03-19,44.447227478027344,46.63249969482422,47.247501373291016,46.47999954223633,47.087501525878906,126585600
AAPL,2019-03-20,44.83563232421875,47.040000915527344,47.372501373291016,46.182498931884766,46.557498931884766,124140800
AAPL,2019-03-21,46.48693084716797,48.772499084472656,49.08250045776367,47.45249938964844,47.505001068115234,204136800
AAPL,2019-03-22,45.52427291870117,47.76250076293945,49.42250061035156,47.69499969482422,48.834999084472656,169630800
AAPL,2019-03-25,44.97383499145508,47.185001373291016,47.994998931884766,46.650001525878906,47.877498626708984,175381200
AAPL,2019-03-26,44.50918197631836,46.6974983215332,48.220001220703125,46.14500045776367,47.915000915527344,199202000
AAPL,2019-03-27,44.90950012207031,47.11750030517578,47.439998626708984,46.63750076293945,47.1875,119393600
AAPL,2019-03-28,44.96907424926758,47.18000030517578,47.38999938964844,46.88249969482422,47.23749923706055,83121600
AAPL,2019-03-29,45.26215744018555,47.48749923706055,47.52000045776367,47.1349983215332,47.45750045776367,94256000
AAPL,2019-04-01,45.56955337524414,47.810001373291016,47.91999816894531,47.095001220703125,47.90999984741211,111448000
AAPL,2019-04-02,46.231971740722656,48.505001068115234,48.6150016784668,47.76250076293945,47.772499084472656,91062800
AAPL,2019-04-03,46.548892974853516,48.837501525878906,49.125,48.287498474121094,48.3125,93087200
AAPL,2019-04-04,46.629913330078125,48.92250061035156,49.092498779296875,48.28499984741211,48.6974983215332,76457200
AAPL,2019-04-05,46.94207000732422,49.25,49.275001525878906,48.98249816894531,49.11249923706055,74106400
AAPL,2019-04-08,47.680755615234375,50.025001525878906,50.057498931884766,49.084999084472656,49.10499954223633,103526800
AAPL,2019-04-09,47.53777313232422,49.875,50.712501525878906,49.807498931884766,50.08000183105469,143072800
AAPL,2019-04-10,47.80464553833008,50.154998779296875,50.185001373291016,49.54499816894531,49.66999816894531,86781200
AAPL,2019-04-11,47.40672302246094,49.73749923706055,50.25,49.61000061035156,50.212501525878906,83603200
AAPL,2019-04-12,47.38766098022461,49.717498779296875,50.03499984741211,49.0525016784668,49.79999923706055,111042800
AAPL,2019-04-15,47.47343826293945,49.807498931884766,49.962501525878906,49.502498626708984,49.64500045776367,70146400
AAPL,2019-04-16,47.478214263916016,49.8125,50.342498779296875,49.63999938964844,49.8650016784668,102785600
AAPL,2019-04-17,48.40275573730469,50.782501220703125,50.845001220703125,49.65250015258789,49.8849983215332,115627200
AAPL,2019-04-18,48.576698303222656,50.96500015258789,51.037498474121094,50.630001068115234,50.779998779296875,96783200
AAPL,2019-04-22,48.73634719848633,51.13249969482422,51.23500061035156,50.584999084472656,50.70750045776367,77758000
AAPL,2019-04-23,49.43928527832031,51.869998931884766,51.9375,50.974998474121094,51.10749816894531,93292000
AAPL,2019-04-24,49.363040924072266,51.790000915527344,52.119998931884766,51.76250076293945,51.84000015258789,70162400
AAPL,2019-04-25,48.9150505065918,51.31999969482422,51.939998626708984,51.279998779296875,51.70750045776367,74172800
AAPL,2019-04-26,48.681541442871094,51.07500076293945,51.25,50.529998779296875,51.224998474121094,74596400
AAPL,2019-04-29,48.755409240722656,51.15250015258789,51.49250030517578,50.96500015258789,51.099998474121094,88818800
AAPL,2019-04-30,47.81657028198242,50.16749954223633,50.849998474121094,49.77750015258789,50.76499938964844,186139600
AAPL,2019-05-01,50.163673400878906,52.630001068115234,53.82749938964844,52.307498931884766,52.470001220703125,259309200
AAPL,2019-05-02,49.83722686767578,52.287498474121094,53.162498474121094,52.032501220703125,52.459999084472656,127985200
AAPL,2019-05-03,50.456764221191406,52.9375,52.959999084472656,52.557498931884766,52.72249984741211,83569600
AAPL,2019-05-06,49.67756652832031,52.119998931884766,52.209999084472656,50.875,51.0724983215332,129772400
AAPL,2019-05-07,48.33842086791992,50.71500015258789,51.85499954223633,50.20750045776367,51.470001220703125,155054800
AAPL,2019-05-08,48.34793472290039,50.724998474121094,51.334999084472656,50.4375,50.474998474121094,105358000
AAPL,2019-05-09,47.82847595214844,50.18000030517578,50.41999816894531,49.165000915527344,50.099998474121094,139634400
AAPL,2019-05-10,47.165889739990234,49.29499816894531,49.712501525878906,48.192501068115234,49.35499954223633,164834800
AAPL,2019-05-13,44.42463684082031,46.43000030517578,47.369998931884766,45.712501525878906,46.9275016784668,229722400
AAPL,2019-05-14,45.12788391113281,47.165000915527344,47.42499923706055,46.352500915527344,46.602500915527344,146118800
AAPL,2019-05-15,45.66849136352539,47.72999954223633,47.9375,46.505001068115234,46.567501068115234,106178800
AAPL,2019-05-16,45.467567443847656,47.52000045776367,48.11750030517578,47.209999084472656,47.477500915527344,132125600
AAPL,2019-05-17,45.20920944213867,47.25,47.724998474121094,46.689998626708984,46.73249816894531,131516400
AAPL,2019-05-20,43.795528411865234,45.772499084472656,46.087501525878906,45.06999969482422,45.880001068115234,154449200
AAPL,2019-05-21,44.635135650634766,46.650001525878906,47.0,46.17499923706055,46.30500030517578,113459200
AAPL,2019-05-22,43.72137451171875,45.69499969482422,46.4275016784668,45.63750076293945,46.165000915527344,118994400
AAPL,2019-05-23,42.975074768066406,44.915000915527344,45.1349983215332,44.45249938964844,44.95000076293945,146118800
AAPL,2019-05-24,42.810020446777344,44.74250030517578,45.53499984741211,44.654998779296875,45.04999923706055,94858800
AAPL,2019-05-28,42.63301467895508,44.557498931884766,45.147499084472656,44.477500915527344,44.72999954223633,111792800
AAPL,2019-05-29,42.429691314697266,44.345001220703125,44.837501525878906,44.0,44.10499954223633,113924800
AAPL,2019-05-30,42.649757385253906,44.57500076293945,44.807498931884766,44.16749954223633,44.48749923706055,84873600
AAPL,2019-05-31,41.877140045166016,43.76750183105469,44.497501373291016,43.747501373291016,44.057498931884766,108174400
AAPL,2019-06-03,41.4537467956543,43.32500076293945,44.47999954223633,42.567501068115234,43.900001525878906,161584400
AAPL,2019-06-04,42.97030258178711,44.90999984741211,44.95750045776367,43.630001068115234,43.86000061035156,123872000
AAPL,2019-06-05,43.663978576660156,45.6349983215332,46.247501373291016,45.28499984741211,46.06999969482422,119093600
